12220010-1;12220010;1;IMPLEMENTACION DE PLANES EN GESTION DE PROPIEDAD HORIZONTAL;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
63550085-3;63550085;3;HIGIENE PARA MANIPULADORES DE ALIMENTOS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
62130004-2;62130004;2;MANIPULACION HIGIENICA DE ALIMENTOS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
51240080-1;51240080;1;INGLES BASICO - NIVEL 2;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
13310063-1;13310063;1;BÁSICO DE CONTABILIDAD COSTOS Y PRESUPUESTOS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
22620489-1;22620489;1;TRABAJADOR AUTORIZADO PARA TRABAJO EN ALTURAS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
63520580-1;63520580;1;ELABORACION DE PRODUCTOS DE REPOSTERIA.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
93610225-1;93610225;1;COCINA INTERNACIONAL.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
62360004-1;62360004;1;MARKETING  DIGITAL;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
51240092-1;51240092;1;ENGLISH DOES WORK - LEVEL 6;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
13420112-1;13420112;1;CONTRATACION Y AFILIACION A SEGURIDAD SOCIAL EN EL ENTORNO LABORAL.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
12230001-1;12230001;1;HERRAMIENTAS PARA LA GESTION DEL TALENTO HUMANO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
12210544-1;12210544;1;ATENCION AL CLIENTE POR MEDIOS TECNOLOGICOS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
51130034-1;51130034;1;ORGANIZACION DOCUMENTAL EN EL ENTORNO LABORAL;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
12210547-1;12210547;1;BLOCKCHAIN EN CRIPTOMONEDAS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
21720191-1;21720191;1;ADMINISTRACION DE SERVICIOS MICROSOFT 365 Y HERRAMIENTAS DE PRODUCTIVIDAD PARA LAS ORGANIZACIONES 4.0.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
41311200-1;41311200;1;EJECUCION DE PROYECTOS PARTICIPATIVOS EN CONTEXTOS MULTICULTURALES;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
52620002-1;52620002;1;ELABORACION DE TEJIDOS EN TECNICA DE CROCHET;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
63410444-1;63410444;1;EMPRENDEDORES EN RECORRIDOS DE AGROECOTURISMO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
73340237-2;73340237;2;FORTALECIMIENTO EN IMPLEMENTACION DEL PROGRAMA DE CERTIFICACION EN BUENAS PRACTICAS PORCINAS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
13410016-1;13410016;1;GENERACION DE IDEAS PARA UN NEGOCIO INNOVADOR;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
93510497-1;93510497;1;ELABORACION DE ADORNOS NAVIDEÑOS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
63740000-1;63740000;1;CUIDADO DE ANIMALES DE COMPAÑIA;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
21540000-1;21540000;1;GENERACION DE IDEAS INNOVADORAS CON DESIGN THINKING;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
93510088-1;93510088;1;MANEJO BÁSICO DE MÁQUINA PLANA Y FILETEADORA;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
231203-1;231203;1;APLICACION DE PROCEDIMIENTOS DE LABORATORIO QUIMICO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
63220082-1;63220082;1;MERCADEO Y VENTAS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
3000138-2;3000138;2;EMPRENDIMIENTO EN PRODUCCION DE CERDO CEBADO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
3000137-3;3000137;3;EMPRENDIMIENTO EN PRODUCCION DE HUEVO;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
22230007-4;22230007;4;ESTRUCTURACION DE MODELOS DE NEGOCIOS VERDES;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
62130004-3;62130004;3;MANIPULACION HIGIENICA DE ALIMENTOS.;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
66210009-2;66210009;2;HIGIENE Y MANIPULACION DE ALIMENTOS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
66420048-1;66420048;1;FUNDAMENTOS EN ADMINISTRACION DEPORTIVA;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
93510501-1;93510501;1;LENCERIA HOGAR;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
33110233-2;33110233;2;PRIMEROS  AUXILIOS;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
33130222-1;33130222;1;CONDICIONES Y ESTILOS DE VIDA SALUDABLE;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
51240076-1;51240076;1;INGLES BASICO - NIVEL 4;NULL;NULL;NULL;0;0;0;0;0;0;NULL;0;NULL;NULL;NULL
